DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,class
4.807995281502459,-5.51026497415537,-1.8015200382348457,-2.547087471488862,-0.7111856559931503,0.5263922434821022,-0.8911593811853402,-1.194657684533896,-0.6105319378590793,-1.2195079425420967,-0.0003881126141486169,-1.8467010583518007,-0.14002227282628973,0.8880095389250567,1.6260851286505231,0.35362263365881136,1.29911538093112,-0.29839498726735947,-1.0319496148836267,-0.4820284271249371,0.27917683164144413,0.7977335564041096,-0.009700553031386217,-0.28774070282324443,0.2193542633946878,-0.8960220303615152,-0.21352491332848575,-0.41266963519507677,-0.661451415409427,0.1060375775106344,-0.11669754605576053,0
3.1951660313554884,-5.613337084966384,-0.8953618398059358,-1.8984835697021536,-0.4713674686588013,0.20014924325344208,-0.9599274040537253,-1.1875860474018114,-0.5146479562217867,-1.166249077710413,-0.1155553893566873,-1.9176107465998078,0.08270312999918741,1.0114896874745836,1.4539659444093327,0.3277425866516361,1.478837774195178,-0.5161415638020679,-1.2453528620388454,-0.3582555767728429,0.2976096978375801,0.7120694894332616,0.0369145000898665,-0.2243770981741279,0.38422401803831085,-0.7677483262478262,-0.049630201985628924,-0.5122594785660389,-0.597336630211674,0.1073733208486058,-0.17904568520685238,0
3.3143700283044146,-5.799713334277691,-0.6921079015870962,-1.5278461673925423,-0.46855745458781706,-0.06307205824526602,-1.0149789420257758,-1.3578685421081556,-0.6358273137784233,-1.3204064128319406,-0.13002585499522878,-2.183027659041761,0.10602010015709601,1.1007111996821315,1.3718212702474724,0.2944517324229394,1.4878320385532682,-0.5499252115511825,-1.1313171535291138,-0.7328059306409356,0.2195995361350092,0.6778622492541443,-0.044985137320586885,-0.013492687170970364,0.36368556716907297,-0.8130432348859938,-0.059610082583372664,-0.2576898431327934,-0.7841796582487648,0.27034859674010414,0.1533974035676955,0
0.7552842887857946,-4.092226465148918,-2.6105047400435577,-1.529175714005665,-1.1588555536964482,-0.03625573695747742,-1.5257161388845168,-1.0354164969320825,-1.0082030464989389,-1.1928746056838448,-0.2901354577972947,-1.4423747149773603,-0.23751705080807117,1.5256586134051067,1.1317134388905974,-0.24416954926433443,0.7956356944405093,-0.7276249967027416,-0.5647713123863941,-0.26802340617059267,0.4806583699426951,0.5352416166847141,0.247593682958937,-0.32211134253376456,0.15973414373207628,-1.042637068713615,-0.27646252491254786,-0.41512453161449914,-0.39701966857700677,0.2347526450195709,-0.025117422394149,0
-0.29833555416317337,-4.338340055618084,-1.5096925372446617,-0.9524261966837401,-0.7596263361035712,-0.3466345777632267,-1.8887767193185878,-0.7634769863803484,-0.8925132218672701,-1.1972646020242226,-0.40630678679013976,-1.531705250372365,-0.2759079526097169,1.6976396449890931,1.2484128818084643,-0.029097372801914528,0.8633941819384214,-0.7394428012018427,-0.6794651767698687,-0.4285777626216528,0.3538886552983562,0.5619683080903458,-0.1339684566972328,-0.18403044782260317,0.24158862916476456,-0.6535955747235829,0.009164381540800888,-0.2447926338295471,-0.30519277664209976,0.1773939245037174,0.009424102999501298,0
-0.2668938875599286,-4.677790792683776,-1.6192998772045304,-1.14576655490237,-1.2963499080090002,-0.5461019544776501,-1.54296834963531,-1.0973955271529383,-0.8623292084626041,-1.152758182323771,-0.6371755105873184,-1.6888684143590549,-0.15016662286966195,1.6206081345940753,1.0535007853833114,-0.08625543406743257,0.9437764753154823,-0.501810153324611,-0.8291991750204014,-0.6930339125953097,0.2916133567484562,0.39404404006328514,-0.005139353768586863,-0.3921898881782556,0.27857225061980273,-0.46936960768107616,0.14633165114002702,-0.2530248925046971,-0.3373042540038663,-0.14584119492922382,0.3399749146612624,0
-0.7366200954399438,-3.5264869219406867,-3.495973759444943,-1.7519349182670638,-2.0243477905897245,-0.18532902067032622,-1.6551903481924959,-0.9652974759573079,-1.170736419983018,-1.2081911892854118,-0.5368515160051702,-1.5806255528066488,-0.44369841662303033,1.7224646079265908,0.5513175032026809,-0.0632667940169642,0.43407714537927666,-0.6246151268513856,-0.4598386429218504,-0.3301714822691532,0.22423144009653329,0.6004622823110735,0.1657595562904135,-0.1735220903207975,0.10538131544525993,-0.5020795231035735,-0.3530557893399082,-0.4258589506684914,-0.16123514593140412,0.22279149242469554,0.35013508105438784,0
-2.11560034662374,-3.8534047965655662,-2.4343888072886215,-1.3414048033621566,-1.7379617871360398,-0.48748146184795843,-1.8226146811304371,-0.8320127839091769,-0.899562837363083,-1.3308510821055988,-0.5820851650396097,-1.5823228683485009,-0.4278317989879591,1.6018634570790478,0.9932196711536806,-0.2521703982525873,0.5358242594565644,-0.8975230697892985,-0.26983911478785944,-0.35126137619667275,0.19576479252248444,0.30557162579392155,0.15386649724670826,-0.1689106851292381,0.2046092176474242,-0.674798090551014,-0.2560105492662246,0.07257944230951142,-0.27100409012811494,0.182529508233873,0.2003302187644001,0
-3.734986524601623,-4.246527111078175,-1.436927086467794,-1.1611821854430233,-1.7594768289362643,-0.6566002437496133,-1.8288144399832207,-1.2630491630900917,-0.8343933823358823,-1.2432991520647518,-1.0119600868397216,-1.3320113035636791,-0.7038673760132639,1.7823772924118502,0.5871432892928616,-0.0848897456716418,0.47339580562586403,-0.5022800918714272,-0.5778831503514222,-0.3952785019760238,0.5446811752224817,0.2834327898727228,-0.126138737073513,-0.20631386709172164,0.2769869263825133,-0.1338320297667404,-0.12499544097424511,-0.18009871115677628,-0.12169748620159208,-0.32231630786381565,0.388949366318221,0
-2.263097870837432,-1.3752340145499917,-5.080702890600452,-0.6225948595728634,-1.160825707927427,-0.3863525623149808,-2.3902808314803914,-0.9861071809962331,-1.5517038891298431,-1.685204842698826,0.10907530658332042,-1.651253045210985,-0.34391405687826815,1.7288188757876812,0.26233569935824247,-0.29082487064487333,-0.13769435425139404,0.08534688126483653,-0.6285891703775476,-0.21189075816564645,0.7202073620935711,0.35595529337888443,0.25071314114892856,0.10414847551559438,-0.24342284738144163,0.06141496904450364,-0.27095792349770104,-0.09325537507181544,-0.29677891030777037,-0.03328300635485951,0.17981075516407138,0
